"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2018 ","Pennsylvania","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Pennsylvania","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","1"
"2018 ","Pennsylvania","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Pennsylvania","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Pennsylvania","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Stocks","Funds Transfer","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Stocks","U.S. Currency","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Stocks","[Total]","2"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","4"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Stocks","Funds Transfer","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Stocks","U.S. Currency","1"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Stocks","[Total]","2"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","8"
"2018 ","Puerto Rico","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Puerto Rico","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","6"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","6"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","8"
"2018 ","Texas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other","2"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","OCC","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Texas","Insurance Company","Other Insurance","OCC","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Texas","Insurance Company","Other Insurance","OCC","Customer","Insurance/Annuity Products","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","OCC","Customer","[Total]","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","OCC","[Total]","[Total]","[Total]","4"
"2018 ","Texas","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","2"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","5"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","9"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","9"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","4"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","7"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","7"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","18"
"2018 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","18"
"2018 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Texas","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","35"
"2018 ","Vermont","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other","1"
"2018 ","Vermont","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Vermont","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Vermont","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Vermont","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Vermont","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Vermont","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Vermont","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Vermont","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Vermont","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","5"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","3"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check","1"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","[Total]","3"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","[Total]","[Total]","6"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","[Total]","[Total]","[Total]","6"
"2018 ","Virginia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","7"
"2018 ","Virginia","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","7"
"2018 ","Washington","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Washington","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
